SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
LVP-GRAN-0038,"Grandeur 7"" Inov8 — Sauble Beach",Grandeur,Grandeur,,0b2e5c51-313f-44f3-8372-030ee1e4b5b6,GRND7INOV8SAUBLEBEACH,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0038 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions. | Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,,new
SPC-GRAN-0039,"Grandeur 7"" Inov8 — Tobermory",Grandeur,Grandeur,,89293851-0188-4e07-b336-436f6887852d,GRND7INOV8TOBERMORY,Inov8,Flooring,LVP,SPC core,,,,,7,8,20,,,,EIR,Click,Float,5G,TRUE,,72,70,,,,2.69,3.69,5.09,,,,,2026-09-01,Cowork,17.91,,,,,TRUE,TRUE,TRUE,,,,,,"Listed as 'Stone Plastic Composite Vinyl' but composition states 'Engineered Vinyl' core (6.5mm + 1.5mm underpad, material not named). Material type defaulted to SPC core per the documented Grandeur/LS ambiguous-core convention. *3in1 Matching Tread Package Available.",,recMxdq9bbPsfEwI8,matched
SPC-GRAN-0040,"Grandeur 5"" Designer — Alexandria HB",Grandeur,Grandeur,,c1b533bf-70df-41e7-86c2-feb6e6af1c28,GRND5DESIGNERALEXANDRIAHB,Designer,Flooring,LVP,SPC core,,,,Herringbone,5,7,20,,,,,Click,Float,,TRUE,,72,70,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,6.73,,,,,TRUE,TRUE,TRUE,,,,,,Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recxOnanu2CHdNU92,matched
SPC-GRAN-0041,"Grandeur 5"" Designer — North Head HB",Grandeur,Grandeur,,9b07aae7-e965-47ed-9f0e-ca56abac892a,GRND5DESIGNERNORTHHEADHB,Designer,Flooring,LVP,SPC core,,,,Herringbone,5,7,20,,,,,Click,Float,,TRUE,,72,70,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,6.73,,,,,TRUE,TRUE,TRUE,,,,,,Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recxpYaOxL9PKBQZH,matched
SPC-GRAN-0042,"Grandeur 5"" Designer — Rhodes HB",Grandeur,Grandeur,,e89a4c08-17b3-4557-a409-37e23d5457ac,GRND5DESIGNERRHODESHB,Designer,Flooring,LVP,SPC core,,,,Herringbone,5,7,20,,,,,Click,Float,,TRUE,,72,70,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,6.73,,,,,TRUE,TRUE,TRUE,,,,,,Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recITHU2LntCuZEiR,matched
SPC-GRAN-0043,"Grandeur 5"" Designer — Rice Lake HB",Grandeur,Grandeur,,6b5d0150-1fac-48f7-9762-ee16e9d56c81,GRND5DESIGNERRICELAKEHB,Designer,Flooring,LVP,SPC core,,,,Herringbone,5,7,20,,,,,Click,Float,,TRUE,,72,70,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,6.73,,,,,TRUE,TRUE,TRUE,,,,,,Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recJHoLiF7devVscq,matched
SPC-GRAN-0044,"Grandeur 5"" Designer — Sambro HB",Grandeur,Grandeur,,ff91b7bd-620f-4704-a833-a68ec47e2b71,GRND5DESIGNERSAMBROHB,Designer,Flooring,LVP,SPC core,,,,Herringbone,5,7,20,,,,,Click,Float,,TRUE,,72,70,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,6.73,,,,,TRUE,TRUE,TRUE,,,,,,Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,rec47JplaDywtVU9O,matched
SPC-GRAN-0045,"Grandeur 5"" Designer — Windpoint HB",Grandeur,Grandeur,,f1d38e8a-2241-496b-8bd2-7669898dde31,GRND5DESIGNERWINDPOINTHB,Designer,Flooring,LVP,SPC core,,,,Herringbone,5,7,20,,,,,Click,Float,,TRUE,,72,70,,,,2.59,3.59,4.99,,,,,2026-09-01,Cowork,6.73,,,,,TRUE,TRUE,TRUE,,,,,,Composition: 5.5mm SPC + 1.5mm underpad (material not named). *3in1 Matching Tread Package Available.,,recU6UY3cxOWks21O,matched
WPC-GRAN-0001,"Grandeur 9"" Bliss — August Dusk",Grandeur,Grandeur,,5018185a-74ee-4255-9065-c33b658a5b4c,GRND9BLISSAUGUSTDUSK,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,rec8o5Mn4vXRXTNRf,matched
WPC-GRAN-0002,"Grandeur 9"" Bliss — Campfire",Grandeur,Grandeur,,13173d91-2eee-414b-9b01-859ab06e32b9,GRND9BLISSCAMPFIRE,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,recQlaLqXrmoTi5TB,matched
WPC-GRAN-0003,"Grandeur 9"" Bliss — Gazebo",Grandeur,Grandeur,,16cf1a1e-c8db-43b4-9973-7959c6aefac6,GRND9BLISSGAZEBO,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,recw4Pms75zWKmI7L,matched
WPC-GRAN-0004,"Grandeur 9"" Bliss — Hiking Trail",Grandeur,Grandeur,,3cf270f5-cc7d-4974-8bd6-24977744da96,GRND9BLISSHIKINGTRAIL,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,recIzsrlBsr2AcQ8Q,matched
WPC-GRAN-0005,"Grandeur 9"" Bliss — Morning Dew",Grandeur,Grandeur,,ee0a8158-7317-4f17-bcc5-03ba29a7c48f,GRND9BLISSMORNINGDEW,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,reccUpBuMvlcXpMgF,matched
WPC-GRAN-0006,"Grandeur 9"" Bliss — Starlight",Grandeur,Grandeur,,db9409fa-3929-4460-902b-778ce3e12490,GRND9BLISSSTARLIGHT,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,recLLK1mQHb2sANAF,matched
WPC-GRAN-0007,"Grandeur 9"" Bliss — Sea Breeze",Grandeur,Grandeur,,f8bab8e3-c075-43f4-92e7-bdad59fccd27,GRND9BLISSSEABREEZE,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,rechZGJvASvnajmZV,matched
WPC-GRAN-0008,"Grandeur 9"" Bliss — Summer Shade",Grandeur,Grandeur,,386ec63f-deac-476a-b932-89f32cc7517b,GRND9BLISSSUMMERSHADE,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,recFKC1rizNol3yrH,matched
WPC-GRAN-0009,"Grandeur 9"" Bliss — Treehouse",Grandeur,Grandeur,,7e167c3a-279f-4d44-b109-fd7d91a35e7e,GRND9BLISSTREEHOUSE,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,reccAKVf30QaaHPii,matched
WPC-GRAN-0010,"Grandeur 9"" Bliss — Woodland",Grandeur,Grandeur,,222edac6-cbfb-42f4-8822-a3e97b606672,GRND9BLISSWOODLAND,Bliss,Flooring,LVP,WPC core,,,,,9,8.5,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,2.89,3.89,5.29,,,,,2026-09-01,Cowork,26.41,,,,,TRUE,TRUE,TRUE,,,,,,,,recTYdjQoDCArbjpe,matched
LVP-GRAN-0039,"Grandeur 7"" Beacon — Cavendish",Grandeur,Grandeur,,70a9538e-3cb9-4501-862c-478f868e9c8b,GRND7BEACONCAVENDISH,Beacon,Flooring,LVP,WPC core,,,,,7,9,22,,,,EIR; Gentle Bevel,Click,Float,5G,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0039 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions.",,,new
LVP-GRAN-0040,"Grandeur 7"" Beacon — Hopewell",Grandeur,Grandeur,,3ecff178-6312-4175-9cf3-7999ae251dba,GRND7BEACONHOPEWELL,Beacon,Flooring,LVP,WPC core,,,,,7,9,22,,,,EIR; Gentle Bevel,Click,Float,5G,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0040 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions.",,,new
LVP-GRAN-0041,"Grandeur 7"" Beacon — Light House",Grandeur,Grandeur,,b5cf76be-eeb4-4b99-b811-6d460b2b5cc3,GRND7BEACONLIGHTHOUSE,Beacon,Flooring,LVP,WPC core,,,,,7,9,22,,,,EIR; Gentle Bevel,Click,Float,5G,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0041 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions.",,,new
LVP-GRAN-0042,"Grandeur 7"" Beacon — Lunenburg",Grandeur,Grandeur,,715452d9-ad70-435d-b98f-f2c4bd809305,GRND7BEACONLUNENBURG,Beacon,Flooring,LVP,WPC core,,,,,7,9,22,,,,EIR; Gentle Bevel,Click,Float,5G,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0042 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions.",,,new
LVP-GRAN-0043,"Grandeur 7"" Beacon — Sea Glass",Grandeur,Grandeur,,5a96aac0-a16f-44c3-b37a-9fe34136fe0c,GRND7BEACONSEAGLASS,Beacon,Flooring,LVP,WPC core,,,,,7,9,22,,,,EIR; Gentle Bevel,Click,Float,5G,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0043 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions.",,,new
LVP-GRAN-0044,"Grandeur 7"" Beacon — Singing Sands",Grandeur,Grandeur,,4e6c2e43-af51-4f25-9ed8-ac63b64aeea4,GRND7BEACONSINGINGSANDS,Beacon,Flooring,LVP,WPC core,,,,,7,9,22,,,,EIR; Gentle Bevel,Click,Float,5G,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.72,,,,,TRUE,TRUE,TRUE,,,,,,"NEW PRODUCT — not present in the live Master Flooring Catalogue on 2026-09-03. SKU LVP-GRAN-0044 assigned continuing the live LVP-GRAN sequence. Note: the live base also holds legacy SPC-GRAN-/WPC-GRAN- prefixed vinyl; per the current schema rule new vinyl takes the LVP/LVT prefix, so this supplier's vinyl SKUs now mix both conventions.",,,new
WPC-GRAN-0011,"Grandeur 9"" Supreme X — Autumn Blaze",Grandeur,Grandeur,,e60b1cd8-66bf-4964-a412-cccf82e2a99e,GRND9SUPREMEXAUTUMNBLAZE,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,recJkbO8jFw9fYc04,matched
WPC-GRAN-0012,"Grandeur 9"" Supreme X — Arctic Whisper",Grandeur,Grandeur,,9716055a-a906-484f-a293-564aada58aa7,GRND9SUPREMEXARCTICWHISPER,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,rec0sVrmvPxCUzrfy,matched
WPC-GRAN-0013,"Grandeur 9"" Supreme X — Buttercup",Grandeur,Grandeur,,a6d7c9f3-4638-4286-a4dc-b770d8730ae7,GRND9SUPREMEXBUTTERCUP,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,rectao3BcElSfydMc,matched
WPC-GRAN-0014,"Grandeur 9"" Supreme X — Citrus Leaf",Grandeur,Grandeur,,a20f5a86-b71f-47e2-9d84-b59c86b300a7,GRND9SUPREMEXCITRUSLEAF,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,rec2kipBkHHQxDqiD,matched
WPC-GRAN-0016,"Grandeur 9"" Supreme X — Ebony Eclipse",Grandeur,Grandeur,,13781b1b-4d4c-4f8b-b91a-d591c45e1119,GRND9SUPREMEXEBONYECLIPSE,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,recvUIicFLX98mx4H,matched
WPC-GRAN-0017,"Grandeur 9"" Supreme X — Lemon Zest",Grandeur,Grandeur,,1f8de4e2-9a21-4d1c-8f98-8f4a5adf168e,GRND9SUPREMEXLEMONZEST,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,recKX7qKX35XULr1S,matched
WPC-GRAN-0019,"Grandeur 9"" Supreme X — Sunbeam",Grandeur,Grandeur,,8ee7ec39-1166-42b4-b66c-f4cf0fc2edaf,GRND9SUPREMEXSUNBEAM,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,recyaBxIDI6tCQ2yL,matched
WPC-GRAN-0020,"Grandeur 9"" Supreme X — Toffee Apple",Grandeur,Grandeur,,97983729-319d-44ed-9d2f-365c9969b892,GRND9SUPREMEXTOFFEEAPPLE,Supreme X,Flooring,LVP,WPC core,,,,,9,10,22,,,,,Click,Float,,TRUE,Cork,73,72,,,,3.29,4.29,5.69,,,,,2026-09-01,Cowork,17.67,,,,,TRUE,TRUE,TRUE,,,,,,,,rec0qYvvbR6abpuxg,matched
LVP-GRAN-0001,"Grandeur 7"" Essential — Algonquin",Grandeur,Grandeur,,c63cbf8b-7eac-4320-a411-194fbd5a0096,GRND7ESSENTIALALGONQUIN,Essential,Flooring,LVP,Dry-back vinyl,,,,,7,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,35,,,,Low stock,TRUE,TRUE,TRUE,,,,,,Material type set to 'Dry-back vinyl' per the Woden-precedent value for dry-back/glue-down vinyl -- Grandeur subsection doesn't explicitly define this Material type; confirm the value is acceptable in the live schema. Marked Low Stock.,,rec3jappVHVdnycoI,matched
LVP-GRAN-0003,"Grandeur 7"" Essential — Georgian Bay",Grandeur,Grandeur,,4f7a74af-ba15-43dc-9a03-c0026e07af0f,GRND7ESSENTIALGEORGIANBAY,Essential,Flooring,LVP,Dry-back vinyl,,,,,7,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,35,,,,,TRUE,TRUE,TRUE,,,,,,Material type set to 'Dry-back vinyl' per the Woden-precedent value for dry-back/glue-down vinyl -- Grandeur subsection doesn't explicitly define this Material type; confirm the value is acceptable in the live schema.,,rec8Hvo3iQM1RvBql,matched
LVP-GRAN-0004,"Grandeur 7"" Essential — Kawartha",Grandeur,Grandeur,,0f0b562c-dfca-43d0-ae21-f882b8882415,GRND7ESSENTIALKAWARTHA,Essential,Flooring,LVP,Dry-back vinyl,,,,,7,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,35,,,,,TRUE,TRUE,TRUE,,,,,,Material type set to 'Dry-back vinyl' per the Woden-precedent value for dry-back/glue-down vinyl -- Grandeur subsection doesn't explicitly define this Material type; confirm the value is acceptable in the live schema.,,recKxfnH3TM8baOJo,matched
LVP-GRAN-0005,"Grandeur 7"" Essential — Lake Simcoe",Grandeur,Grandeur,,b7d2c0ea-ff34-4eba-9d00-94683304a6c0,GRND7ESSENTIALLAKESIMCOE,Essential,Flooring,LVP,Dry-back vinyl,,,,,7,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,35,,,,,TRUE,TRUE,TRUE,,,,,,Material type set to 'Dry-back vinyl' per the Woden-precedent value for dry-back/glue-down vinyl -- Grandeur subsection doesn't explicitly define this Material type; confirm the value is acceptable in the live schema.,,recyqvpSUSmV6J1DO,matched
LVP-GRAN-0006,"Grandeur 7"" Essential — Muskoka",Grandeur,Grandeur,,17f13329-a8e6-444b-93c8-54901d98e7f1,GRND7ESSENTIALMUSKOKA,Essential,Flooring,LVP,Dry-back vinyl,,,,,7,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,35,,,,,TRUE,TRUE,TRUE,,,,,,Material type set to 'Dry-back vinyl' per the Woden-precedent value for dry-back/glue-down vinyl -- Grandeur subsection doesn't explicitly define this Material type; confirm the value is acceptable in the live schema.,,recKoS6qTpmIuP40v,matched
LVP-GRAN-0007,"Grandeur 7"" Essential — Sandbanks",Grandeur,Grandeur,,6e7fe265-0a69-46d0-b502-334f963a0524,GRND7ESSENTIALSANDBANKS,Essential,Flooring,LVP,Dry-back vinyl,,,,,7,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,35,,,,,TRUE,TRUE,TRUE,,,,,,Material type set to 'Dry-back vinyl' per the Woden-precedent value for dry-back/glue-down vinyl -- Grandeur subsection doesn't explicitly define this Material type; confirm the value is acceptable in the live schema.,,reccTohivsG8UOfhR,matched
LVP-GRAN-0008,"Grandeur 24"" Essential — Flagstone",Grandeur,Grandeur,,c42ddacd-bef2-4281-b50d-968c742503f3,GRND24ESSENTIALFLAGSTONE,Essential,Flooring,LVT,Dry-back vinyl,,,,,24,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,34.88,,,,,TRUE,TRUE,TRUE,,,,,,"24""x24"" tile-format dry-back vinyl -> Category=LVT. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recH4l1uM1IpipeK0,matched
LVP-GRAN-0009,"Grandeur 24"" Essential — Hearthstone",Grandeur,Grandeur,,20b510e0-fd47-4f6d-8913-0952fc0107cf,GRND24ESSENTIALHEARTHSTONE,Essential,Flooring,LVT,Dry-back vinyl,,,,,24,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,34.88,,,,,TRUE,TRUE,TRUE,,,,,,"24""x24"" tile-format dry-back vinyl -> Category=LVT. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recmgj2QXGFoMStkw,matched
LVP-GRAN-0010,"Grandeur 24"" Essential — Touchstone",Grandeur,Grandeur,,41a5a4d3-367a-4d57-9314-1646997a6fd2,GRND24ESSENTIALTOUCHSTONE,Essential,Flooring,LVT,Dry-back vinyl,,,,,24,3,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.74,2.74,4.29,,,,,2026-09-01,Cowork,34.88,,,,,TRUE,TRUE,TRUE,,,,,,"24""x24"" tile-format dry-back vinyl -> Category=LVT. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recmZ50VNRUkOwsyj,matched
LVP-GRAN-0011,"Grandeur 7"" Entrepreneur — Canvaslight",Grandeur,Grandeur,,091f95e3-9aee-4b70-817b-cbd930752b0d,GRND7ENTREPRENEURCANVASLIGHT,Entrepreneur,Flooring,LVP,Dry-back vinyl,,,,,7,4,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.99,2.99,4.69,,1.99,2026-09-30,,2026-09-01,Cowork,28,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Glassfibre core, Made in Korea. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,reckBgUB2MUJ565z7,matched
LVP-GRAN-0012,"Grandeur 7"" Entrepreneur — Chroma Drift",Grandeur,Grandeur,,8e70dfbd-b3d9-41a5-b902-1d2476f5d581,GRND7ENTREPRENEURCHROMADRIFT,Entrepreneur,Flooring,LVP,Dry-back vinyl,,,,,7,4,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.99,2.99,4.69,,1.99,2026-09-30,,2026-09-01,Cowork,28,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Glassfibre core, Made in Korea. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recfhg7wmcuYxN90w,matched
LVP-GRAN-0013,"Grandeur 7"" Entrepreneur — Feathergrass",Grandeur,Grandeur,,6548de12-95e4-4d66-866b-672a165aca9b,GRND7ENTREPRENEURFEATHERGRASS,Entrepreneur,Flooring,LVP,Dry-back vinyl,,,,,7,4,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.99,2.99,4.69,,1.99,2026-09-30,,2026-09-01,Cowork,28,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Glassfibre core, Made in Korea. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recxTuhw5xZNin11E,matched
LVP-GRAN-0014,"Grandeur 7"" Entrepreneur — Rainmoor",Grandeur,Grandeur,,ad49e30c-695a-4034-892d-6be1c16a6dec,GRND7ENTREPRENEURRAINMOOR,Entrepreneur,Flooring,LVP,Dry-back vinyl,,,,,7,4,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.99,2.99,4.69,,1.99,2026-09-30,,2026-09-01,Cowork,28,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Glassfibre core, Made in Korea. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recM1psdOt5QO93hK,matched
LVP-GRAN-0015,"Grandeur 7"" Entrepreneur — Stone Veil",Grandeur,Grandeur,,cca5474f-8a76-4574-b848-b2d019389b70,GRND7ENTREPRENEURSTONEVEIL,Entrepreneur,Flooring,LVP,Dry-back vinyl,,,,,7,4,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.99,2.99,4.69,,1.99,2026-09-30,,2026-09-01,Cowork,28,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Glassfibre core, Made in Korea. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recwgLW2k3BTVFPwP,matched
LVP-GRAN-0016,"Grandeur 7"" Entrepreneur — Woodmere",Grandeur,Grandeur,,7f41ed68-c48a-4022-b49c-e440b886ba7e,GRND7ENTREPRENEURWOODMERE,Entrepreneur,Flooring,LVP,Dry-back vinyl,,,,,7,4,20,,,,,Glue down,Glue down,,FALSE,,,,,,,1.99,2.99,4.69,,1.99,2026-09-30,,2026-09-01,Cowork,28,,,,,TRUE,TRUE,TRUE,,,,,,"SALE item. No regular equivalent in this collection -> Cost/unit=SALE price per Sale rule 3. Glassfibre core, Made in Korea. Material type set to 'Dry-back vinyl' per the Woden-precedent value; confirm acceptable in live schema.",,recO6q2AEFDQvNwNB,matched
