supplier,sku,change,promo_end_date,promo_cost,regular_cost,before,after,action_id
PURELUX,LVP-PLUX-0033,(P) on,(none),1.99,2.99,"PLUXLVP-WPC - WPC Series (Mocha Glow) Click | 7.09"" x 8mm x RL - 23.95sf/b","(P) PLUXLVP-WPC - WPC Series (Mocha Glow) Click | 7.09"" x 8mm x RL - 23.95sf/b",promo-1427afbe0400
PURELUX,LVP-PLUX-0033,cost -> promo,(none),1.99,2.99,2.99,1.99,promo-780d5536f3c6
PURELUX,LVP-PLUX-0034,(P) on,(none),1.99,2.99,"PLUXLVP-WPC - WPC Series (Natural Essence) Click | 7.09"" x 8mm x RL - 23.95sf/b","(P) PLUXLVP-WPC - WPC Series (Natural Essence) Click | 7.09"" x 8mm x RL - 23.95sf/b",promo-4f6e408cfc4e
PURELUX,LVP-PLUX-0034,cost -> promo,(none),1.99,2.99,2.99,1.99,promo-3d10b42b31ab
PURELUX,LVP-PLUX-0035,(P) on,(none),1.99,2.99,"PLUXLVP-WPC - WPC Series (Nimbus Gray) Click | 7.09"" x 8mm x RL - 23.95sf/b","(P) PLUXLVP-WPC - WPC Series (Nimbus Gray) Click | 7.09"" x 8mm x RL - 23.95sf/b",promo-54f42a0dc2f3
PURELUX,LVP-PLUX-0035,cost -> promo,(none),1.99,2.99,2.99,1.99,promo-a451661f1c91
PURELUX,LVP-PLUX-0036,(P) on,(none),1.99,2.99,"PLUXLVP-WPC - WPC Series (Whispering Breeze) Click | 7.09"" x 8mm x RL - 23.95sf/b","(P) PLUXLVP-WPC - WPC Series (Whispering Breeze) Click | 7.09"" x 8mm x RL - 23.95sf/b",promo-f444b26de6d5
PURELUX,LVP-PLUX-0036,cost -> promo,(none),1.99,2.99,2.99,1.99,promo-0b257bde99ba
VIDAR,ENG-VIDR-0001,cost -> promo,2026-09-30,2.99,3.79,2.79,2.99,promo-ccc5f792fae2
VIDAR,ENG-VIDR-0001,no marker: variant member,2026-09-30,2.99,3.79,,,
VIDAR,ENG-VIDR-0002,cost -> promo,2026-09-30,3.39,4.09,4.09,3.39,promo-121685162413
VIDAR,ENG-VIDR-0002,no marker: variant member,2026-09-30,3.39,4.09,,,
VIDAR,ENG-VIDR-0003,cost -> promo,2026-09-30,2.99,3.79,2.79,2.99,promo-63c826f78747
VIDAR,ENG-VIDR-0003,no marker: variant member,2026-09-30,2.99,3.79,,,
VIDAR,ENG-VIDR-0004,cost -> promo,2026-09-30,2.99,3.79,2.79,2.99,promo-9f3d3aef32ea
VIDAR,ENG-VIDR-0004,no marker: variant member,2026-09-30,2.99,3.79,,,
VIDAR,ENG-VIDR-0005,cost -> promo,2026-09-30,3.29,3.79,3.09,3.29,promo-b41dc479d19d
VIDAR,ENG-VIDR-0005,no marker: variant member,2026-09-30,3.29,3.79,,,
VIDAR,ENG-VIDR-0006,cost -> promo,2026-09-30,3.29,3.79,3.09,3.29,promo-6a8405b01d3e
VIDAR,ENG-VIDR-0006,no marker: variant member,2026-09-30,3.29,3.79,,,
VIDAR,ENG-VIDR-0007,cost -> promo,2026-09-30,3.29,3.79,3.09,3.29,promo-679d2a073204
VIDAR,ENG-VIDR-0007,no marker: variant member,2026-09-30,3.29,3.79,,,
VIDAR,ENG-VIDR-0008,cost -> promo,2026-09-30,3.79,4.29,3.59,3.79,promo-d47e51c8e2f9
VIDAR,ENG-VIDR-0008,no marker: variant member,2026-09-30,3.79,4.29,,,
VIDAR,ENG-VIDR-0010,cost -> promo,2026-09-30,3.79,4.29,3.59,3.79,promo-2179a648db5a
VIDAR,ENG-VIDR-0010,no marker: variant member,2026-09-30,3.79,4.29,,,
VIDAR,ENG-VIDR-0012,cost -> regular,2026-06-30,3.59,4.29,3.59,4.29,promo-ad738e68e007
VIDAR,ENG-VIDR-0015,cost -> regular,2026-06-30,3.59,4.29,3.59,4.29,promo-ce798209d9c6
VIDAR,ENG-VIDR-0018,cost -> promo,2026-09-30,3.79,4.29,3.59,3.79,promo-f4f07dcfe48f
VIDAR,ENG-VIDR-0018,no marker: variant member,2026-09-30,3.79,4.29,,,
VIDAR,ENG-VIDR-0025,cost -> promo,2026-09-30,3.89,4.29,3.59,3.89,promo-5d70cebb5baa
VIDAR,ENG-VIDR-0025,no marker: variant member,2026-09-30,3.89,4.29,,,
VIDAR,ENG-VIDR-0026,cost -> promo,2026-09-30,3.89,4.29,3.59,3.89,promo-5f84d9865d9d
VIDAR,ENG-VIDR-0026,no marker: variant member,2026-09-30,3.89,4.29,,,
VIDAR,ENG-VIDR-0027,cost -> promo,2026-09-30,3.89,4.29,3.59,3.89,promo-43bd5d3a462d
VIDAR,ENG-VIDR-0027,no marker: variant member,2026-09-30,3.89,4.29,,,
VIDAR,ENG-VIDR-0028,cost -> promo,2026-09-30,3.89,4.29,3.59,3.89,promo-5a69b69aa855
VIDAR,ENG-VIDR-0028,no marker: variant member,2026-09-30,3.89,4.29,,,
VIDAR,ENG-VIDR-0029,cost -> promo,2026-09-30,3.89,4.29,3.59,3.89,promo-1880077a4f7e
VIDAR,ENG-VIDR-0029,no marker: variant member,2026-09-30,3.89,4.29,,,
VIDAR,ENG-VIDR-0031,cost -> promo,2026-09-30,3.19,3.79,2.89,3.19,promo-a2ff3d49e492
VIDAR,ENG-VIDR-0031,no marker: variant member,2026-09-30,3.19,3.79,,,
VIDAR,ENG-VIDR-0032,cost -> promo,2026-09-30,3.59,3.79,3.29,3.59,promo-e0aa342bd632
VIDAR,ENG-VIDR-0032,no marker: variant member,2026-09-30,3.59,3.79,,,
VIDAR,ENG-VIDR-0033,cost -> promo,2026-09-30,3.39,4.19,3.09,3.39,promo-91256f6c3cdb
VIDAR,ENG-VIDR-0033,no marker: variant member,2026-09-30,3.39,4.19,,,
VIDAR,ENG-VIDR-0034,cost -> promo,2026-09-30,3.39,4.19,3.09,3.39,promo-31cea123ea40
VIDAR,ENG-VIDR-0034,no marker: variant member,2026-09-30,3.39,4.19,,,
VIDAR,ENG-VIDR-0035,cost -> promo,2026-09-30,3.99,4.39,3.69,3.99,promo-0668a416a669
VIDAR,ENG-VIDR-0035,no marker: variant member,2026-09-30,3.99,4.39,,,
VIDAR,ENG-VIDR-0040,cost -> promo,2026-09-30,4.79,5.09,4.29,4.79,promo-7f2d941a6177
VIDAR,ENG-VIDR-0040,no marker: variant member,2026-09-30,4.79,5.09,,,
VIDAR,ENG-VIDR-0043,cost -> promo,2026-09-30,4.79,5.09,5.09,4.79,promo-cd147d875354
VIDAR,ENG-VIDR-0043,no marker: variant member,2026-09-30,4.79,5.09,,,
VIDAR,ENG-VIDR-0046,cost -> promo,2026-09-30,4.79,5.09,4.29,4.79,promo-bb5105336191
VIDAR,ENG-VIDR-0046,no marker: variant member,2026-09-30,4.79,5.09,,,
VIDAR,ENG-VIDR-0052,cost -> promo,2026-09-30,3.79,4.29,3.49,3.79,promo-90402859d085
VIDAR,ENG-VIDR-0052,no marker: variant member,2026-09-30,3.79,4.29,,,
VIDAR,ENG-VIDR-0059,cost -> promo,2026-09-30,3.79,4.29,3.49,3.79,promo-c6e482aedafb
VIDAR,ENG-VIDR-0059,no marker: variant member,2026-09-30,3.79,4.29,,,
VIDAR,ENG-VIDR-0067,cost -> promo,2026-09-30,4.79,4.99,4.29,4.79,promo-09732bccb348
VIDAR,ENG-VIDR-0067,no marker: variant member,2026-09-30,4.79,4.99,,,
VIDAR,ENG-VIDR-0068,cost -> promo,2026-09-30,4.79,4.99,4.29,4.79,promo-8a09e338978a
VIDAR,ENG-VIDR-0068,no marker: variant member,2026-09-30,4.79,4.99,,,
VIDAR,ENG-VIDR-0069,cost -> promo,2026-09-30,4.79,4.99,4.29,4.79,promo-cf5bdcc54e69
VIDAR,ENG-VIDR-0069,no marker: variant member,2026-09-30,4.79,4.99,,,
VIDAR,ENG-VIDR-0070,cost -> promo,2026-09-30,4.19,4.99,4.29,4.19,promo-4e7bc435e857
VIDAR,ENG-VIDR-0070,no marker: variant member,2026-09-30,4.19,4.99,,,
VIDAR,ENG-VIDR-0071,cost -> promo,2026-09-30,4.79,4.99,4.29,4.79,promo-008949e36222
VIDAR,ENG-VIDR-0071,no marker: variant member,2026-09-30,4.79,4.99,,,
VIDAR,ENG-VIDR-0072,cost -> promo,2026-09-30,4.19,4.29,3.79,4.19,promo-ebc8d0b340ce
VIDAR,ENG-VIDR-0072,no marker: variant member,2026-09-30,4.19,4.29,,,
VIDAR,ENG-VIDR-0073,cost -> promo,2026-09-30,3.69,4.29,3.49,3.69,promo-b23ac3778002
VIDAR,ENG-VIDR-0073,no marker: variant member,2026-09-30,3.69,4.29,,,
VIDAR,ENG-VIDR-0074,cost -> promo,2026-09-30,3.69,4.29,3.49,3.69,promo-05b1ff63ac8f
VIDAR,ENG-VIDR-0074,no marker: variant member,2026-09-30,3.69,4.29,,,
VIDAR,ENG-VIDR-0075,cost -> promo,2026-09-30,3.39,4.29,3.09,3.39,promo-a6325f088ebf
VIDAR,ENG-VIDR-0075,no marker: variant member,2026-09-30,3.39,4.29,,,
VIDAR,ENG-VIDR-0076,cost -> promo,2026-09-30,3.69,4.29,3.49,3.69,promo-d059f0e464f4
VIDAR,ENG-VIDR-0076,no marker: variant member,2026-09-30,3.69,4.29,,,
VIDAR,ENG-VIDR-0078,cost -> promo,2026-09-30,3.59,4.49,3.29,3.59,promo-794c8668ee46
VIDAR,ENG-VIDR-0078,no marker: variant member,2026-09-30,3.59,4.49,,,
VIDAR,ENG-VIDR-0088,cost -> promo,2026-09-30,4.59,5.49,4.19,4.59,promo-b68e773e8168
VIDAR,ENG-VIDR-0088,no marker: variant member,2026-09-30,4.59,5.49,,,
VIDAR,ENG-VIDR-0102,no marker: variant member,2026-09-30,2.89,3.99,,,
VIDAR,ENG-VIDR-0103,no marker: variant member,2026-09-30,3.29,3.99,,,
VIDAR,ENG-VIDR-0104,no marker: variant member,2026-09-30,3.29,3.99,,,
VIDAR,ENG-VIDR-0105,cost -> promo,2026-09-30,2.89,4.49,4.49,2.89,promo-d6b1c81b5456
VIDAR,ENG-VIDR-0105,no marker: variant member,2026-09-30,2.89,4.49,,,
VIDAR,ENG-VIDR-0106,no marker: variant member,2026-09-30,3.69,4.49,,,
VIDAR,ENG-VIDR-0110,cost -> promo,2026-09-30,4.99,5.99,5.99,4.99,promo-88c0d1d1c035
VIDAR,ENG-VIDR-0110,no marker: variant member,2026-09-30,4.99,5.99,,,
VIDAR,ENG-VIDR-0112,no marker: variant member,2026-09-30,3.69,4.49,,,
VIDAR,ENG-VIDR-0121,cost -> promo,2026-09-30,3.69,4.49,4.49,3.69,promo-5ce3f84ad0e9
VIDAR,ENG-VIDR-0121,no marker: variant member,2026-09-30,3.69,4.49,,,
VIDAR,ENG-VIDR-0164,no marker: variant member,2026-09-30,2.69,3.59,,,
VIDAR,ENG-VIDR-0165,no marker: variant member,2026-09-30,2.69,3.59,,,
VIDAR,ENG-VIDR-0166,no marker: variant member,2026-09-30,2.99,3.89,,,
VIDAR,ENG-VIDR-0167,no marker: variant member,2026-09-30,2.99,3.89,,,
VIDAR,ENG-VIDR-0168,cost -> promo,2026-09-30,3.69,3.89,3.29,3.69,promo-d33b0a3472b8
VIDAR,ENG-VIDR-0168,no marker: variant member,2026-09-30,3.69,3.89,,,
VIDAR,ENG-VIDR-0171,cost -> promo,2026-09-30,3.69,3.89,3.29,3.69,promo-1e3f38a2aab9
VIDAR,ENG-VIDR-0171,no marker: variant member,2026-09-30,3.69,3.89,,,
VIDAR,ENG-VIDR-0174,cost -> promo,2026-09-30,3.69,3.89,3.29,3.69,promo-48f94e5de50b
VIDAR,ENG-VIDR-0174,no marker: variant member,2026-09-30,3.69,3.89,,,
VIDAR,ENG-VIDR-0177,cost -> promo,2026-09-30,3.69,3.89,3.29,3.69,promo-61392036eaaf
VIDAR,ENG-VIDR-0177,no marker: variant member,2026-09-30,3.69,3.89,,,
VIDAR,ENG-VIDR-0180,cost -> promo,2026-09-30,3.49,3.89,3.29,3.49,promo-d255a778d180
VIDAR,ENG-VIDR-0180,no marker: variant member,2026-09-30,3.49,3.89,,,
VIDAR,ENG-VIDR-0183,cost -> promo,2026-09-30,3.59,3.29,3.29,3.59,promo-5b7454add870
VIDAR,ENG-VIDR-0183,no marker: variant member,2026-09-30,3.59,3.29,,,
VIDAR,ENG-VIDR-0187,cost -> promo,2026-09-30,3.79,3.49,3.49,3.79,promo-d6f35d2983d2
VIDAR,ENG-VIDR-0187,no marker: variant member,2026-09-30,3.79,3.49,,,
VIDAR,ENG-VIDR-0188,cost -> promo,2026-09-30,3.39,3.49,3.49,3.39,promo-900001839df7
VIDAR,ENG-VIDR-0188,no marker: variant member,2026-09-30,3.39,3.49,,,
VIDAR,ENG-VIDR-0194,(P) on,2026-09-30,4.79,4.79,"VIDENG - 7 American White Oak (Wheat Berry) T&G | 7.5"" x 18mm x RL - 3mm top - 25.32sf/b - Character","(P 2026-09-30) VIDENG - 7 American White Oak (Wheat Berry) T&G | 7.5"" x 18mm x RL - 3mm top - 25.32sf/b - Character",promo-b75ee37e33de
VIDAR,ENG-VIDR-0195,no marker: variant member,2026-09-30,4.79,4.79,,,
VIDAR,ENG-VIDR-0196,(P) on,2026-09-30,3.79,3.79,"VIDENG - 7 European White Oak (Joffre Lake) T&G | 7.5"" x 18mm x RL - 3mm top - 24.56sf/b - Rustic","(P 2026-09-30) VIDENG - 7 European White Oak (Joffre Lake) T&G | 7.5"" x 18mm x RL - 3mm top - 24.56sf/b - Rustic",promo-2d457333becb
VIDAR,ENG-VIDR-0198,no marker: variant member,2026-09-30,3.19,3.19,,,
VIDAR,ENG-VIDR-0201,(P) on,2026-09-30,4.09,4.09,"VIDENG - Herringbone American White Oak (Honey Wheat) T&G | 5"" x 18mm x RL - 3mm top - 20.18sf/b - Select","(P 2026-09-30) VIDENG - Herringbone American White Oak (Honey Wheat) T&G | 5"" x 18mm x RL - 3mm top - 20.18sf/b - Select",promo-d995494c2843
VIDAR,ENG-VIDR-0202,(P) on,2026-09-30,3.69,3.69,"VIDENG - Herringbone European White Oak (Yukon) T&G | 5"" x 18mm x RL - 3mm top - 20.18sf/b - Character","(P 2026-09-30) VIDENG - Herringbone European White Oak (Yukon) T&G | 5"" x 18mm x RL - 3mm top - 20.18sf/b - Character",promo-83dff155c317
VIDAR,ENG-VIDR-0203,(P) on,2026-09-30,4.79,4.79,"VIDENG - 7 European White Ash (Toffee Crunch) T&G | 7.5"" x 18mm x RL - 3mm top - 24.43sf/b - Select & Better","(P 2026-09-30) VIDENG - 7 European White Ash (Toffee Crunch) T&G | 7.5"" x 18mm x RL - 3mm top - 24.43sf/b - Select & Better",promo-01f5652806be
VIDAR,ENG-VIDR-0204,(P) on,2026-09-30,4.79,4.79,"VIDENG - 7 European White Ash (Natural) T&G | 7.5"" x 18mm x RL - 3mm top - 24.43sf/b - Select & Better","(P 2026-09-30) VIDENG - 7 European White Ash (Natural) T&G | 7.5"" x 18mm x RL - 3mm top - 24.43sf/b - Select & Better",promo-c7bbb5be9c22
WODEN,ENG-WODN-0006,(P) on,2026-09-30,2.5,2.99,"WODNENG - Vermont American White Oak (Modern Grey) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b","(P 2026-09-30) WODNENG - Vermont American White Oak (Modern Grey) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b",promo-e9a2dba31b0c
WODEN,ENG-WODN-0006,cost -> promo,2026-09-30,2.5,2.99,2.99,2.5,promo-0b1f10b05afa
WODEN,ENG-WODN-0007,(P) on,2026-09-30,2.5,2.99,"WODNENG - Vermont American White Oak (Cloudy Grey) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b","(P 2026-09-30) WODNENG - Vermont American White Oak (Cloudy Grey) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b",promo-b93d2dd7e059
WODEN,ENG-WODN-0007,cost -> promo,2026-09-30,2.5,2.99,2.99,2.5,promo-69fb7e004619
WODEN,ENG-WODN-0008,(P) on,2026-09-30,2.5,2.99,"WODNENG - Vermont American White Oak (Hudson) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b","(P 2026-09-30) WODNENG - Vermont American White Oak (Hudson) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b",promo-be0375a54983
WODEN,ENG-WODN-0008,cost -> promo,2026-09-30,2.5,2.99,2.99,2.5,promo-5e885f6ad74a
WODEN,ENG-WODN-0009,(P) on,2026-09-30,2.5,2.99,"WODNENG - Vermont American White Oak (Charcoal) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b","(P 2026-09-30) WODNENG - Vermont American White Oak (Charcoal) Click | 6.5"" x 19.05mm x RL - 1.2mm top - 22.75sf/b",promo-d7b9606badf3
WODEN,ENG-WODN-0009,cost -> promo,2026-09-30,2.5,2.99,2.99,2.5,promo-944e0125b52d
WODEN,ENG-WODN-0021,(P) on,2026-09-30,2.5,3.59,"WODNENG - Grand Chateau European White Oak (Natural) Click | 7.5"" x 19.05mm x RL - 2mm top - 23.93sf/b - Character","(P 2026-09-30) WODNENG - Grand Chateau European White Oak (Natural) Click | 7.5"" x 19.05mm x RL - 2mm top - 23.93sf/b - Character",promo-910cd4f0948f
WODEN,ENG-WODN-0021,cost -> promo,2026-09-30,2.5,3.59,3.59,2.5,promo-a41b16fb458d
WODEN,ENG-WODN-0022,(P) on,2026-09-30,2.5,3.59,"WODNENG - Grand Chateau European White Oak (Coyote) Click | 7.5"" x 19.05mm x RL - 2mm top - 23.93sf/b - Character","(P 2026-09-30) WODNENG - Grand Chateau European White Oak (Coyote) Click | 7.5"" x 19.05mm x RL - 2mm top - 23.93sf/b - Character",promo-4e238830bcd7
WODEN,ENG-WODN-0022,cost -> promo,2026-09-30,2.5,3.59,3.59,2.5,promo-8b245f7b2b64
WODEN,ENG-WODN-0038,(P) on,2026-09-30,5.29,5.49,"WODNENG - 6 1/2 Monte Rosa American White Oak (COMO) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better","(P 2026-09-30) WODNENG - 6 1/2 Monte Rosa American White Oak (COMO) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better",promo-332026d9e499
WODEN,ENG-WODN-0038,cost -> promo,2026-09-30,5.29,5.49,5.49,5.29,promo-19fab3b95610
WODEN,ENG-WODN-0039,(P) on,2026-09-30,5.29,5.49,"WODNENG - 6 1/2 Monte Rosa American White Oak (ALBA) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better","(P 2026-09-30) WODNENG - 6 1/2 Monte Rosa American White Oak (ALBA) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better",promo-097d91553ce8
WODEN,ENG-WODN-0039,cost -> promo,2026-09-30,5.29,5.49,5.49,5.29,promo-40cdeb7e8a3d
WODEN,ENG-WODN-0040,(P) on,2026-09-30,5.29,5.49,"WODNENG - 6 1/2 Monte Rosa American White Oak (VERONA) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better","(P 2026-09-30) WODNENG - 6 1/2 Monte Rosa American White Oak (VERONA) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better",promo-e6a715b3c5aa
WODEN,ENG-WODN-0040,cost -> promo,2026-09-30,5.29,5.49,5.49,5.29,promo-fc6358e06517
WODEN,ENG-WODN-0041,(P) on,2026-09-30,5.29,5.49,"WODNENG - 6 1/2 Monte Rosa American White Oak (PISA) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better","(P 2026-09-30) WODNENG - 6 1/2 Monte Rosa American White Oak (PISA) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select & Better",promo-1212810d51fa
WODEN,ENG-WODN-0041,cost -> promo,2026-09-30,5.29,5.49,5.49,5.29,promo-5fcb5320cadf
WODEN,ENG-WODN-0049,(P) on,2026-09-30,4.89,4.99,"WODNENG - 6 1/2 Monte Rosa American White Oak (PISA ABC) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select","(P 2026-09-30) WODNENG - 6 1/2 Monte Rosa American White Oak (PISA ABC) Click | 6.5"" x 19.05mm x RL - 3mm top - 20.62sf/b - Select",promo-c6c4c0421b5a
WODEN,ENG-WODN-0049,cost -> promo,2026-09-30,4.89,4.99,4.99,4.89,promo-0b66fc39b80c
WODEN,LVP-WODN-0022,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (701 Sandy Shell) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (701 Sandy Shell) Click | 7"" x 7mm x RL - 17.72sf/b",promo-eec381b5b0cf
WODEN,LVP-WODN-0023,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (702 Sierra Canyon) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (702 Sierra Canyon) Click | 7"" x 7mm x RL - 17.72sf/b",promo-4270effcf24b
WODEN,LVP-WODN-0024,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (703 Ashy Stone) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (703 Ashy Stone) Click | 7"" x 7mm x RL - 17.72sf/b",promo-f5143265f395
WODEN,LVP-WODN-0025,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (705 Misty Island) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (705 Misty Island) Click | 7"" x 7mm x RL - 17.72sf/b",promo-9ad4ef6af272
WODEN,LVP-WODN-0026,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (706 Rustic Pier) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (706 Rustic Pier) Click | 7"" x 7mm x RL - 17.72sf/b",promo-426fa33be198
WODEN,LVP-WODN-0027,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (707 Arcodia) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (707 Arcodia) Click | 7"" x 7mm x RL - 17.72sf/b",promo-087f6f30d8d0
WODEN,LVP-WODN-0028,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (708 Late Autumn) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (708 Late Autumn) Click | 7"" x 7mm x RL - 17.72sf/b",promo-3bc72cb8e94e
WODEN,LVP-WODN-0029,(P) on,(none),1.29,1.29,"WODNLVP-SPC - 7 Diamond (711 Mount Harbor) Click | 7"" x 7mm x RL - 17.72sf/b","(P) WODNLVP-SPC - 7 Diamond (711 Mount Harbor) Click | 7"" x 7mm x RL - 17.72sf/b",promo-ddae7691deaf
